# x, y, dx, dy
2.154230769230769340e+02,1.569230769230769162e+01,-2.513986013986027501e+00,-2.874125874125873281e+00
6.323043478260869961e+02,3.008695652173912904e+01,7.482837528604022737e-01,1.018306636155607237e+00
9.785454545454545041e+02,3.009090909090908994e+01,-2.920454545454504114e+00,3.659090909090910060e+00
5.440000000000000000e+02,3.620000000000000284e+01,3.980769230769283240e+00,-7.180769230769232792e+00
3.694545454545454390e+02,6.318181818181817988e+01,-8.545454545454163053e-01,3.184848484848480155e+00
1.906666666666666572e+02,6.316666666666666430e+01,1.458333333333428072e-01,1.708333333333335702e+00
8.112692307692307168e+02,7.353846153846153300e+01,1.130769230769260503e+00,-1.784615384615335643e-01
5.862857142857143344e+02,7.614285714285713880e+01,9.835164835163823227e-01,4.318681318681328207e+00
6.715454545454545041e+02,8.318181818181818699e+01,3.146853146859029948e-02,1.164335664335652609e+00
8.338260869565217490e+02,9.965217391304348382e+01,-2.427536231883777873e-01,1.139492753623187582e+00
5.537500000000000000e+02,1.000000000000000000e+02,1.942307692307736033e+00,1.461538461538467004e+00
5.930952380952380736e+02,1.493809523809523796e+02,8.492063492063834929e-01,2.841269841269848939e+00
1.853333333333333428e+02,1.546666666666666572e+02,-5.333333333333314386e-01,-2.666666666666515084e-01
4.450000000000000000e+02,1.560000000000000000e+02,-1.500000000000000000e+00,2.500000000000000000e+00
2.358823529411764639e+02,1.662941176470588118e+02,-1.000000000000000000e+00,0.000000000000000000e+00
7.642000000000000455e+02,1.770666666666666629e+02,2.615384615384073186e-01,1.317948717948723925e+00
6.543333333333333712e+02,1.831111111111111143e+02,0.000000000000000000e+00,1.722222222222228538e+00
1.969411764705882320e+02,1.878823529411764639e+02,-1.541176470588226266e+00,-1.082352941176452532e+00
8.265666666666667197e+02,2.003333333333333428e+02,1.254761904761835467e+00,-4.047619047619264165e-01
5.141000000000000227e+02,2.019000000000000057e+02,1.499999999999772626e-01,2.849999999999994316e+00
7.666190476190475920e+02,2.087142857142857224e+02,1.143664245359218512e+00,-4.600484261501378569e-01
3.795000000000000000e+02,2.086666666666666572e+02,-7.666666666666515084e-01,2.666666666666799301e-01
6.416842105263158373e+02,2.090000000000000000e+02,-5.842105263158146045e-01,2.300000000000011369e+00
6.876000000000000227e+02,2.071999999999999886e+02,6.000000000000227374e-01,2.400000000000005684e+00
6.915000000000000000e+02,2.135000000000000000e+02,3.461538461538111733e-01,1.115384615384613198e+00
8.422727272727272521e+02,2.326363636363636260e+02,2.727272727272520569e-01,9.090909090909349288e-02
5.837307692307692832e+02,2.383461538461538396e+02,1.225752508361097171e+00,3.494983277591927617e-01
2.338000000000000114e+02,2.391999999999999886e+02,-1.600000000000022737e+00,-1.399999999999977263e+00
7.912799999999999727e+02,2.599599999999999795e+02,-6.799999999999499778e-01,1.206666666666706078e+00
6.540000000000000000e+02,2.642857142857142776e+02,1.285714285714334437e+00,-5.714285714285551876e-01
6.590000000000000000e+02,2.750000000000000000e+02,-7.142857142856655628e-01,1.714285714285722406e+00
5.304444444444444571e+02,2.777777777777777715e+02,5.555555555554292368e-02,7.222222222222285382e-01
5.600000000000000000e+02,2.780000000000000000e+02,1.428571428571103752e-01,1.571428571428555188e+00
5.940000000000000000e+02,2.825000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e-01
3.830000000000000000e+02,2.895000000000000000e+02,-5.000000000000000000e-01,0.000000000000000000e+00
2.625000000000000000e+02,2.930000000000000000e+02,-1.666666666666856145e-01,6.666666666666856145e-01
4.926000000000000227e+02,2.968000000000000114e+02,-6.000000000000227374e-01,1.699999999999988631e+00
2.817500000000000000e+02,3.020625000000000000e+02,-2.166666666666401397e-01,8.041666666666742458e-01
5.245000000000000000e+02,3.035000000000000000e+02,1.666666666666287711e-01,1.333333333333314386e+00
4.175714285714285552e+02,3.057142857142857224e+02,-7.142857142855518759e-02,7.857142857142775938e-01
4.296000000000000227e+02,3.051999999999999886e+02,-4.333333333333371229e-01,9.666666666666969832e-01
3.707500000000000000e+02,3.110000000000000000e+02,-7.500000000000000000e-01,-1.000000000000000000e+00
5.543333333333333712e+02,3.235000000000000000e+02,-8.333333333337122895e-02,1.500000000000000000e+00
3.265000000000000000e+02,3.285000000000000000e+02,1.666666666666856145e-01,8.333333333333143855e-01
7.052000000000000455e+02,3.391999999999999886e+02,5.999999999999090505e-01,1.999999999999886313e-01
3.605000000000000000e+02,3.550000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e-01
3.861111111111110858e+02,3.556666666666666856e+02,-1.111111111110858474e-01,1.047619047619036792e+00
6.743750000000000000e+02,3.600000000000000000e+02,1.250000000000000000e-01,3.750000000000000000e-01
5.240000000000000000e+02,3.620000000000000000e+02,2.500000000000000000e-01,7.500000000000000000e-01
6.784444444444444571e+02,3.636666666666666856e+02,-6.944444444445707632e-02,7.083333333333143855e-01
4.948571428571428328e+02,3.675714285714285552e+02,3.095238095238528331e-01,5.952380952381304269e-01
5.740000000000000000e+02,3.730000000000000000e+02,5.000000000000000000e-01,5.000000000000000000e-01
4.883636363636363740e+02,3.810909090909090651e+02,0.000000000000000000e+00,1.000000000000000000e+00
4.191666666666666856e+02,3.811666666666666856e+02,3.333333333330301684e-02,2.333333333332916482e-01
6.958888888888889142e+02,3.826666666666666856e+02,-8.888888888895962737e-02,2.333333333332916482e-01
6.203333333333333712e+02,3.833333333333333144e+02,0.000000000000000000e+00,6.666666666666856145e-01
6.206111111111110858e+02,3.973333333333333144e+02,3.594771241830585495e-02,7.254901960784536641e-01
4.690000000000000000e+02,4.050000000000000000e+02,0.000000000000000000e+00,7.142857142857224062e-01
5.975000000000000000e+02,4.050000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e-01
6.145000000000000000e+02,4.105000000000000000e+02,3.333333333333712289e-01,-3.333333333333143855e-01
5.445000000000000000e+02,4.131999999999999886e+02,0.000000000000000000e+00,3.000000000000113687e-01
3.880000000000000000e+02,4.165000000000000000e+02,-3.333333333333143855e-01,8.333333333333143855e-01
4.680000000000000000e+02,4.185000000000000000e+02,-1.428571428571672186e-01,7.857142857142775938e-01
4.565000000000000000e+02,4.350000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e-01
